cde_id	source	amp_variable	amp_variable_description	amp_value_set	amp_extended_definition_comments	omop_concept_name	domain	omop_concept_class	omop_value_set	omop_value_as_strings	concept_comment	omop_vocab	datatype	units	omop_concept_id
500	AMP-PD	upd2308b_left_leg_agility	3.08b MDS-UPDRS - Left Leg Agility (UPD2308B)	Normal | Slight | Mild | Moderate | Severe		Leg agility - left [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768391
501	AMP-PD	upd2309_arising_from_chair	3.09 MDS-UPDRS - Arising from Chair (UPD2309)	Normal | Slight | Mild | Moderate | Severe		Arising from chair [UPDRS]	Observation	Clinical Observation	46237176 | 45884153 | 46237175 | 46237179 | 45877112	Tends to fall back and may have to try more than one time, but can get up without help | Normal | Pushes self up from arms of seat | Slow; or may need more than one attempt | Unable to arise without help	""	LOINC			40768392
502	AMP-PD	upd2310_gait	3.10 MDS-UPDRS - Gait (UPD2310)	Normal | Slight | Mild | Moderate | Severe		Gait - parkinsons [UPDRS]	Observation	Clinical Observation	46237616 | 46237173 | 46237624 | 45884153 | 46237177	Walks with difficulty, but requires little or no assistance; may have some festination, short steps, or propulsion | Cannot walk at all, even with assistance | Severe disturbance of gait, requiring assistance | Normal | Walks slowly, may shuffle with short steps, but no festination hastening steps or propulsion	""	LOINC			40768394
503	AMP-PD	upd2311_freezing_of_gait	3.11 MDS-UPDRS - Freezing Of Gait (UPD2311)	Normal | Slight | Mild | Moderate | Severe		Walking freeze scale [UPDRS]	Measurement	Clinical Observation	46237454 | 46237863 | 46237981 | 46238163 | 45878582	Rare freezing when walking; may have start hesitation | Frequent freezing. Occasionally falls from freezing | Occasional freezing when walking | Frequent falls from freezing | None	""	LOINC			46236389
504	AMP-PD	upd2312_postural_stability	3.12 MDS-UPDRS - Postural Stability (UPD2312)	Normal | Slight | Mild | Moderate | Severe		Postural stability - retropulsion test [UPDRS]	Observation	Clinical Observation	46237181 | 46237595 | 46237622 | 45884153 | 46237611	Unable to stand without assistance | Very unstable, tends to lose balance spontaneously | Absence of postural response; would fall if not caught by examiner | Normal | Retropulsion, but recovers unaided	""	LOINC			40768395
505	AMP-PD	upd2313_posture	3.13 MDS-UPDRS - Posture (UPD2313)	Normal | Slight | Mild | Moderate | Severe		Posture [UPDRS]	Observation	Clinical Observation	46237615 | 45881724 | 46237180 | 45884630 | 46237623	Moderately stooped posture, definitely abnormal; can be slightly leaning to one side | Marked flexion with extreme abnormality of posture | Severely stooped posture with kyphosis; can be moderately leaning to one side | Normal erect | Not quite erect, slightly stooped posture; could be normal for older person	""	LOINC			40768393
506	AMP-PD	upd2314_body_bradykinesia	3.14 MDS-UPDRS - Body Bradykinesia (UPD2314)	Normal | Slight | Mild | Moderate | Severe		Body bradykinesia - hypokinesia [UPDRS]	Observation	Clinical Observation	46237625 | 46237626 | 46237617 | 45878582 | 46237612	Minimal slowness, giving movement a deliberate character; could be normal for some persons. Possibly reduced amplitude | Mild degree of slowness and poverty of movement which is definitely abnormal. Alternatively, some reduced amplitude | Moderate slowness, poverty or small amplitude of movement | None | Marked slowness, poverty or small amplitude of movement	""	LOINC			40768499
507	AMP-PD	upd2315a_postural_tremor_of_right_hand	3.15a MDS-UPDRS - Postural Tremor Of Right Hand (UPD2315A)	Normal | Slight | Mild | Moderate | Severe		Postural tremor Upper extremity - right [UPDRS]	Measurement	Clinical Observation	45884086 | 46237638 | 46237619 | 46237620 | 46237627	Absent | Moderate in amplitude with posture holding as well as action | Slight; present with action | Moderate in amplitude, present with action | Marked in amplitude; interferes with feeding	""	LOINC			40768720
508	AMP-PD	upd2315b_postural_tremor_of_left_hand	3.15b MDS-UPDRS - Postural Tremor Of Left Hand (UPD2315B)	Normal | Slight | Mild | Moderate | Severe		Postural tremor Upper extremity - left [UPDRS]	Measurement	Clinical Observation	46237638 | 45884086 | 46237619 | 46237620 | 46237627	Moderate in amplitude with posture holding as well as action | Absent | Slight; present with action | Moderate in amplitude, present with action | Marked in amplitude; interferes with feeding	""	LOINC			40768877
509	AMP-PD	upd2316a_kinetic_tremor_of_right_hand	3.16a MDS-UPDRS - Kinetic Tremor Of Right Hand (UPD2316A)	Normal | Slight | Mild | Moderate | Severe		UPD2-Kinetic Tremor of Right Hand	Observation	Observable Entity			""	CDISC			37525031
510	AMP-PD	upd2316b_kinetic_tremor_of_left_hand	3.16b MDS-UPDRS - Kinetic Tremor Of Left Hand (UPD2316B)	Normal | Slight | Mild | Moderate | Severe		UPD2-Kinetic Tremor of Left Hand	Observation	Observable Entity			""	CDISC			37529643
511	AMP-PD	upd2317a_rest_tremor_amplitude_right_upper_extremity	3.17a MDS-UPDRS - Rest Tremor Amplitude Right Upper Extremity (UPD2317A)	Normal | Slight | Mild | Moderate | Severe		Tremor at rest Upper extremity - right [UPDRS]	Measurement	Clinical Observation	46237182 | 46237178 | 45884086 | 46237618 | 46238175	Moderate in amplitude and present most of the time | Marked in amplitude and present most of the time | Absent | Slight and infrequently present | Mild in amplitude and persistent. Or moderate in amplitude, but only intermittently present	""	LOINC			40768719
512	AMP-PD	upd2317b_rest_tremor_amplitude_left_upper_extremity	3.17b MDS-UPDRS - Rest Tremor Amplitude Left Upper Extremity (UPD2317B)	Normal | Slight | Mild | Moderate | Severe		UPD2-Rest Tremor Amplitude LUE	Observation	Observable Entity			""	CDISC			37546244
513	AMP-PD	upd2317c_rest_tremor_amplitude_right_lower_extremity	3.17c MDS-UPDRS - Rest Tremor Amplitude Right Lower Extremity (UPD2317C)	Normal | Slight | Mild | Moderate | Severe		Tremor at rest Lower extremity - right [UPDRS]	Measurement	Clinical Observation	46237182 | 46237178 | 45884086 | 46237618 | 46238175	Moderate in amplitude and present most of the time | Marked in amplitude and present most of the time | Absent | Slight and infrequently present | Mild in amplitude and persistent. Or moderate in amplitude, but only intermittently present	""	LOINC			40768871
514	AMP-PD	upd2317d_rest_tremor_amplitude_left_lower_extremity	3.17d MDS-UPDRS - Rest Tremor Amplitude Left Lower Extremity (UPD2317D)	Normal | Slight | Mild | Moderate | Severe		Tremor at rest Lower extremity - left [UPDRS]	Measurement	Clinical Observation	46237182 | 46237178 | 45884086 | 46237618 | 46238175	Moderate in amplitude and present most of the time | Marked in amplitude and present most of the time | Absent | Slight and infrequently present | Mild in amplitude and persistent. Or moderate in amplitude, but only intermittently present	""	LOINC			40768872
515	AMP-PD	upd2317e_rest_tremor_amplitude_lip_or_jaw	3.17e MDS-UPDRS - Rest Tremor Amplitude Lip Or Jaw (UPD2317E)	Normal | Slight | Mild | Moderate | Severe		Tremor at rest Face [UPDRS]	Measurement	Clinical Observation	46237182 | 46237178 | 45884086 | 46237618 | 46238175	Moderate in amplitude and present most of the time | Marked in amplitude and present most of the time | Absent | Slight and infrequently present | Mild in amplitude and persistent. Or moderate in amplitude, but only intermittently present	""	LOINC			40768724
516	AMP-PD	upd2318_consistency_of_rest_tremor	3.18 MDS-UPDRS - Consistency Of Rest Tremor (UPD2318)	Normal | Slight | Mild | Moderate | Severe		UPD2-Consistency of Rest Tremor	Observation	Observable Entity			""	CDISC			37546165
517	AMP-PD	upd23a_medication_for_pd	3a MDS-UPDRS - Medication For Parkinson's Disease (UPD23A)	No | Yes		UPD2-Medication for PD	Observation	Observable Entity			""	CDISC			37544810
518	AMP-PD	upd23b_clinical_state_on_medication	3b MDS-UPDRS - Clinical State On Medication (UPD23B)	Off | On		UPD2-Clinical State on Meds	Observation	Observable Entity			""	CDISC			37529830
519	AMP-PD	upd2401_time_spent_with_dyskinesias	4.01 MDS-UPDRS - Time Spent With Dyskinesias (UPD2401)	Normal | Slight | Mild | Moderate | Severe		Dyskinesia duration per day in the past week [UPDRS]	Observation	Clinical Observation	46237819 | 46237820 | 45878582 | 46237865 | 46237982	1-25% of day | 51-75% of day | None | 76-100% of day | 26-50% of day	""	LOINC			46236393
520	AMP-PD	upd2402_functional_impact_of_dyskinesias	4.02 MDS-UPDRS - Functional Impact Of Dyskinesias (UPD2402)	Normal | Slight | Mild | Moderate | Severe		Dyskinesias panel [UPDRS]	Measurement	Clinical Observation			""	LOINC			46236412
521	AMP-PD	upd2403_time_spent_in_the_off_state	4.03 MDS-UPDRS - Time Spent In The Off State (UPD2403)	Normal | Slight | Mild | Moderate | Severe		Average proportion of waking day the patient is off in the past week [UPDRS]	Observation	Clinical Observation	46237819 | 46237820 | 45878582 | 46237865 | 46237982	1-25% of day | 51-75% of day | None | 76-100% of day | 26-50% of day	""	LOINC			46236400
522	AMP-PD	upd2404_functional_impact_of_fluctuations	4.04 MDS-UPDRS - Functional Impact Of Fluctuations (UPD2404)	Normal | Slight | Mild | Moderate | Severe		Clinical fluctuations panel [UPDRS]	Measurement	Clinical Observation			""	LOINC			46236413
523	AMP-PD	upd2405_complexity_of_motor_fluctuations	4.05 MDS-UPDRS - Complexity Of Motor Fluctuations (UPD2405)	Normal | Slight | Mild | Moderate | Severe		Clinical fluctuations panel [UPDRS]	Measurement	Clinical Observation			""	LOINC			46236413
524	AMP-PD	upd2406_painful_off_state_dystonia	4.06 MDS-UPDRS - Painful Off-State Dystonia (UPD2406)	Normal | Slight | Mild | Moderate | Severe		Early morning dystonia in the past week [UPDRS]	Observation	Clinical Observation	45878245 | 45877994	No | Yes	""	LOINC			46236396
525	AMP-PD	upd2da_dyskinesias_during_exam	3.19 MDS-UPDRS - Dyskinesias During Exam (UPD2DA)	No | Yes		Dyskinesias panel [UPDRS]	Measurement	Clinical Observation			""	LOINC			46236412
526	AMP-PD	upd2db_movements_interfere_with_ratings	3.20 MDS-UPDRS - Movements Interfere with Ratings (UPD2DB)	No | Yes		UPD2-Movements Interfere Ratings	Observation	Observable Entity			""	CDISC			37522778
527	AMP-PD	upd2hy_hoehn_and_yahr_stage	3.21 MDS-UPDRS - Hoehn And Yahr Stage (UPD2HY)	Stage 0 | Stage 1 | Stage 1.5 | Stage 2 | Stage 2.5 | Stage 3 | Stage 4 | Stage 5		Modified Hoen and Yahr stage [UPDRS]	Observation	Clinical Observation	46237823 | 46237984 | 46238167 | 46237983 | 46237867 | 46237426 | 46237457 | 46237985	Bilateral disease, without impairment of balance | Mild to moderate bilateral disease; some postural instability; physically independent | Severe disability; still able to walk or stand unassisted | Unilateral plus axial involvement | Mild bilateral disease, with recovery on pull test | No signs of disease | Unilateral disease | Wheelchair bound or bedridden unless aided	""	LOINC			46236404
528	AMP-PD	updrs1_ment_behav_mood_score	UPDRS - Mentation, Behavior and Mood Sub-total (UPD145)	0 - 16		Mentation, behavior and mood panel [UPDRS]	Measurement	Clinical Observation			""	LOINC			46236408
529	AMP-PD	updrs1_on_medication	UPDRS Part 1 - Clinical State On Medication			UPD2-Clinical State on Meds	Observation	Observable Entity	Cannot walk at all, even with assistance | Normal | Severe disturbance of gait, requiring assistance | Walks slowly, may shuffle with short steps, but no festination hastening steps or propulsion | Walks with difficulty, but requires little or no assistance; may have some festination, short steps, or propulsion		""	CDISC			37529830
530	AMP-PD	updrs2_adl_score	UPDRS - Activities of Daily Living Sub-total (UPD146)	0 - 52		Activities of daily living | Subscale score	Meas Value | Observation	Answer | Qualifier Value	Exacerbating factors - Reported		""	(composite)			3968670|4088611
531	AMP-PD	updrs2_on_medication	UPDRS Part 2 - Clinical State On Medication			UPD2-Clinical State on Meds	Observation	Observable Entity	Cannot walk at all, even with assistance | Normal | Severe disturbance of gait, requiring assistance | Walks slowly, may shuffle with short steps, but no festination hastening steps or propulsion | Walks with difficulty, but requires little or no assistance; may have some festination, short steps, or propulsion		""	CDISC			37529830
532	AMP-PD	updrs3_motor_examination_score	UPDRS - Motor Examination Sub-total (UPD147)	0 - 108		Motor examination panel [UPDRS]	Measurement	Clinical Observation			""	LOINC			46236410
533	AMP-PD	updrs4_therapy_complications_score	UPDRS - Complications of Therapy: Sub-total	0 - 30		Dyskinesias panel [UPDRS]	Measurement	Clinical Observation			""	LOINC			46236412
534	AMP-PD	upsit_performed	UPSIT Performed Indicator	Completed | Not completed | Partially completed		Assessment using University of Pennsylvania Smell Identification Test	Measurement	Procedure			""	SNOMED			3654978
535	AMP-PD	upsit_total_score	UPSIT Total Score	0 - 40		Assessment using University of Pennsylvania Smell Identification Test	Measurement	Procedure			""	SNOMED			3654978
536	AMP-PD	use_of_pd_medication	Is Subject On Medication For PD?	No | Yes | Unknown		Are you currently prescribed medications and/or receiving treatment for Parkinson's disease?	Observation	Question	Are you currently prescribed medications and/or receiving treatment for Parkinson's disease? - No | Are you currently prescribed medications and/or receiving treatment for Parkinson's disease? - Yes		""	PPI			43528862
537	AMP-PD	vis_halluc	Recurrent visual hallucinations	Yes | No | NA		Visual hallucinations	Condition	Clinical Finding			""	SNOMED/Condition/S			4275889
538	AMP-PD	visit_month	Numeric visit in months; for visits prior baseline -1, -2 is an order of screening visits			Study Visit Window	Observation	Observable Entity			""	CDISC			37539837
539	AMP-PD	visit_name	Visit name: M - in months, SC - screening visit, LOG - records without visit; #2 or #3 define repated records at the same visit or repeated visit			Study Visit	Observation	Social Context			""	CDISC			37542726
541	AMP-RA-SLE	age	Age at which subject was enrolled in study or age at corresponding visit and data collection event.	Range: 0-120 years		Age	Observation	Clinical Observation			""	LOINC			3022304
542	AMP-RA-SLE	age_at_visit	Age of participant at time of clinical visit	Continuous; Range: 0-120; Unit: years		Age	Observation	Clinical Observation			""	LOINC		years	3022304
543	AMP-RA-SLE	ageUnits	The unit of measure used for `ageEnrollment` and `ageDiagnosis`	years | months		Age	Meas Value	Qualifier Value			""	SNOMED			4265453
544	AMP-RA-SLE	CDASI	Cutaneous Dermatomyositis Disease Area and Severity Index, is a measurement used to characterize cutaneous dermatomyositis severity.	Range: 0-100		Cutaneous Dermatomyositis Disease Area and Severity Index	Measurement	Staging / Scales			""	SNOMED			3655499
545	AMP-RA-SLE	comorbidities	Any diseases or medical condition that is simultaneously present in addition to `diagnosis`.	diabetes | cardiovascular disease | pulmonary disease | autoimmune thyroid disease | inflammatory bowel disease | psoriasis | multiple sclerosis | systemic lupus erythematosus | rheumatoid arthritis | psoriatic arthritis | Hashimoto's Thyroiditis | other		Co-morbid conditions	Observation	Clinical Finding			""	SNOMED			4160039
546	AMP-RA-SLE	diagnosis	The diagnosis is an opportunity for the site investigator to give their opinion on a participant's most likely clinical diagnosis, regardless of cohort. The diagnosis may change over time because the site investigator may update the diagnosis at every longitudinal visit based on their opinion.ś	At-Risk RA, CLE, LN, OA, PsA, PsO, RA, SLE, SjD, control, dermatomyositis, scleroderma, vitiligo		Diagnosis	Observation	Observable Entity			""	SNOMED			4234469
547	AMP-RA-SLE	ethnicity	Ethnicity	Not Hispanic or Latino | Hispanic or Latino | Unknown		Ethnicity OMB.1997	Observation	Clinical Observation	Hispanic or Latino | Not Hispanic or Latino		""	LOINC			40771985
548	AMP-RA-SLE	GUID	Global Unique ID (USUBJID)			Participant identifier	Observation	Clinical Observation			""	LOINC			42528934
549	AMP-RA-SLE	height	Standing height of subject.			Standing height	Measurement	Observable Entity			""	SNOMED	numeric		4093975
550	AMP-RA-SLE	individualID	Unique identifier assigned to each study participant. For multi-specimen data files provide all IDs in a comma-separated list.	Must be unique across the study; for multi-specimen data files provide all IDs in a comma-separated list		Participant identifier	Observation	Clinical Observation			""	LOINC			42528934
551	AMP-RA-SLE	PASI	Psoriasis Area and Severity Index, is a measurement of the discoloration, thickness, scaling, and coverage of psoriasis plaques.	Range: 0-72		Psoriasis area and severity index	Measurement	Staging / Scales			""	SNOMED			44809997
552	AMP-RA-SLE	program	Name of the funding program that supported the generation of data and associated files	AMP RA/SLE | AMP AIM | Community Contribution		Participant identifier	Observation	Clinical Observation			""	LOINC			42528934
553	AMP-RA-SLE	project	A sub-level attribute of `program` specifying a research initiative working to investigate particular hypotheses.	RA | SLE | AIM for RA | STAMP | LOCKIT | V-CoRT | ELLIPSS		Resource identifier [URI] for Study	Observation	Clinical Observation			""	LOINC			21492138
554	AMP-RA-SLE	race	Race	White | Black or African American | Native Hawaiian or Other Pacific Islander | Asian | American Indian or Alaska Native | Unknown | Multiracial		Race	Observation	Clinical Observation	American Indian or Alaska Native | American Indian/Alaskan Native | Asian | Asian Indian | Black or African American | Black/African American | I choose not to answer this question | Multiple races | Native Hawaiian | Native Hawaiian or Other Pacific Islander | Other | Other Pacific Islander | Pacific Islander | Prefer not to say | Samoan or Native Hawaiian | Unknown | White		""	LOINC			3046853
555	AMP-RA-SLE	sex	Sex	Male | Female | Intersex | Unknown		Recorded sex or gender	Observation	Clinical Observation	< | F | M | X		""	LOINC			1988369
556	AMP-RA-SLE	VASI	Total body Vitiligo Area Severity Index, a measure of the percentage of vitiligo involvement across the body calculated in terms of hand units.	Range: 0-100; Unit: percentage		FSIL-Bothered by Vitiligo	Measurement	Staging / Scales			""	CDISC		percentage	37550305
557	AMP-RA-SLE	VETI	Vitiligo Extent Tensity Index measures the extent of vitiligo by a numerical score and combines analysis of extensity and severity of vitiligo to produce a constant and reproducible number.	Range: 0-100		Generalized vitiligo	Condition	Disorder			""	SNOMED			4296217
558	AMP-RA-SLE	VIDA	Vitiligo Disease Activity Score, a six-point scale that evaluates the activity of vitiligo	0-6		Generalized vitiligo	Condition	Disorder			""	SNOMED			4296217
559	AMP-RA-SLE	vitiligoType	A high-level classification of vitiligo based on the distribution and patterning of lesions across the body.	segmental, non-segmental, mixed, unclassified		Generalized vitiligo	Condition	Disorder			""	SNOMED			4296217
560	AMP-RA-SLE	weightUnits	Abbreviated unit of measure of value provided for `weight`.	lb | kg | g | oz		Body weight measure	Measurement	Observable Entity			""	SNOMED			4178502
